blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.6,2.22,0.55,1.88,FALSE,2.4
0,1,TRUE,0.6,2.46,0.4,2.43,TRUE,0.88
0,2,TRUE,0.6,2.43,0.5,2.63,FALSE,1.16
0,3,TRUE,0.6,2.21,0.7,2.18,FALSE,0.81
0,4,TRUE,0.6,2.22,0.65,2.22,TRUE,0.81
0,5,TRUE,0.6,2.49,0.8,2.42,FALSE,2.99
1,0,TRUE,0.6,2.2,0.5,2.02,TRUE,1.01
1,1,TRUE,0.6,2.48,0.4,2.22,TRUE,0.74
1,2,TRUE,0.6,2.47,0.8,2.12,FALSE,0.83
1,3,TRUE,0.6,2.44,0.7,2.19,FALSE,1.13
1,4,FALSE,0.55,1.99,0.6,1.99,FALSE,0.73
1,5,FALSE,0.65,2.49,0.6,2.4,FALSE,0.78
2,0,FALSE,0.4,1.99,0.6,2.14,FALSE,0.83
2,1,TRUE,0.6,1.87,0.5,1.95,FALSE,1.42
2,2,FALSE,0.55,2.03,0.6,2.15,FALSE,0.77
2,3,TRUE,0.6,2.46,0.7,2.07,FALSE,0.92
2,4,FALSE,0.8,2.24,0.6,2.19,TRUE,1.52
2,5,TRUE,0.6,2.46,0.65,1.66,FALSE,2.25
3,0,TRUE,0.6,2.68,0.55,2.03,TRUE,1.03
3,1,FALSE,0.4,2.39,0.6,2.01,FALSE,0.75
3,2,TRUE,0.6,2.4,0.5,1.81,TRUE,0.66
3,3,FALSE,0.65,1.31,0.6,1.4,TRUE,2.02
3,4,FALSE,0.7,1.59,0.6,1.44,FALSE,0.65
3,5,TRUE,0.6,1.53,0.8,1.54,TRUE,1.38
4,0,FALSE,0.65,1.91,0.6,1.7,TRUE,0.86
4,1,TRUE,0.6,1.97,0.4,1.54,TRUE,0.78
4,2,FALSE,0.5,1.94,0.6,1.6,FALSE,0.82
4,3,TRUE,0.6,2.11,0.8,1.84,FALSE,0.83
4,4,TRUE,0.6,2.29,0.7,1.95,TRUE,0.6
4,5,TRUE,0.6,2.17,0.55,1.9,FALSE,1.99
