blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.6,3.25,0.65,2.37,TRUE,1.24
0,1,TRUE,0.6,2.51,0.7,2.06,FALSE,0.67
0,2,TRUE,0.6,1.82,0.55,1.71,TRUE,1.5
0,3,FALSE,0.4,2.06,0.6,2.08,FALSE,0.96
0,4,FALSE,0.8,2.08,0.6,2.35,TRUE,2.57
0,5,TRUE,0.6,2.85,0.5,2.51,TRUE,0.61
1,0,FALSE,0.7,2.86,0.6,2.45,TRUE,1.32
1,1,TRUE,0.6,2.48,0.55,2.99,FALSE,0.56
1,2,TRUE,0.6,2.94,0.65,2.94,FALSE,1.32
1,3,TRUE,0.6,2.92,0.8,3.19,TRUE,1.84
1,4,FALSE,0.4,2.65,0.6,2.32,FALSE,0.63
1,5,FALSE,0.5,2.19,0.6,2.25,FALSE,0.63
2,0,TRUE,0.6,2.97,0.7,2.49,FALSE,0.72
2,1,FALSE,0.8,1.65,0.6,2.04,TRUE,0.77
2,2,FALSE,0.4,1.87,0.6,3.1,FALSE,0.9
2,3,TRUE,0.6,2.27,0.65,2.91,FALSE,1.37
2,4,TRUE,0.6,5,0.55,2.49,TRUE,5.8
2,5,FALSE,0.5,1.85,0.6,1.73,FALSE,1.74
3,0,TRUE,0.6,2.08,0.5,2,FALSE,0.83
3,1,TRUE,0.6,1.77,0.7,1.83,FALSE,0.62
3,2,TRUE,0.6,2.03,0.65,2.07,FALSE,0.93
3,3,FALSE,0.8,3.24,0.6,1.99,TRUE,0.88
3,4,FALSE,0.4,1.9,0.6,1.87,TRUE,0.89
3,5,TRUE,0.6,1.91,0.55,1.72,FALSE,0.71
4,0,TRUE,0.6,1.87,0.55,1.77,TRUE,0.53
4,1,FALSE,0.4,1.63,0.6,1.62,FALSE,0.63
4,2,TRUE,0.6,1.57,0.5,1.41,FALSE,0.88
4,3,FALSE,0.65,1.86,0.6,1.68,TRUE,0.77
4,4,TRUE,0.6,1.75,0.8,1.82,FALSE,0.6
4,5,FALSE,0.7,2,0.6,1.69,FALSE,0.67
