blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.6,4.49,0.8,3.48,FALSE,8.9
0,1,TRUE,0.6,4.27,0.7,3.85,TRUE,3.28
0,2,TRUE,0.6,3.57,0.65,4.31,FALSE,2.31
0,3,FALSE,0.5,4.01,0.6,3.72,FALSE,2.44
0,4,TRUE,0.6,4.32,0.55,3.98,TRUE,1.84
0,5,FALSE,0.4,4.69,0.6,4.19,FALSE,2.12
1,0,TRUE,0.6,4.44,0.8,3.76,FALSE,1.84
1,1,FALSE,0.55,4.66,0.6,4.17,TRUE,3.59
1,2,TRUE,0.6,5.88,0.7,4.49,FALSE,2.71
1,3,FALSE,0.5,4.41,0.6,4.9,TRUE,4.39
1,4,FALSE,0.65,5.28,0.6,6.33,TRUE,2.48
1,5,FALSE,0.4,4.9,0.6,5.16,FALSE,1.2
2,0,FALSE,0.65,5.39,0.6,5.14,FALSE,4.6
2,1,TRUE,0.6,5.03,0.5,4.47,FALSE,1.3
2,2,TRUE,0.6,5.86,0.55,6.6,FALSE,6.63
2,3,FALSE,0.8,6.08,0.6,5.32,TRUE,1.43
2,4,FALSE,0.4,7.24,0.6,4.72,FALSE,1.3
2,5,FALSE,0.7,6.77,0.6,3.59,TRUE,1.35
3,0,TRUE,0.6,3.24,0.7,2.64,TRUE,1.48
3,1,FALSE,0.55,3.3,0.6,2.69,FALSE,0.86
3,2,TRUE,0.6,4.41,0.65,5.29,FALSE,0.87
3,3,TRUE,0.6,4.31,0.4,3.36,TRUE,1.07
3,4,FALSE,0.5,5.17,0.6,5.12,FALSE,1.17
3,5,FALSE,0.8,4.39,0.6,4.2,TRUE,3.88
4,0,FALSE,0.7,3.54,0.6,4.4,FALSE,1.17
4,1,FALSE,0.65,3.28,0.6,4.67,FALSE,2.59
4,2,FALSE,0.55,3.78,0.6,5.05,FALSE,1.17
4,3,TRUE,0.6,4.55,0.4,3.41,TRUE,1.5
4,4,FALSE,0.5,4.14,0.6,4.14,FALSE,0.97
4,5,FALSE,0.8,4.42,0.6,4.67,FALSE,2.06
