blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.4,4.41,0.6,8.63,FALSE,6.92
0,1,FALSE,0.45,9.35,0.4,7.97,TRUE,5
0,2,FALSE,0.2,8.67,0.4,2.19,FALSE,6
0,3,TRUE,0.4,2.95,0.35,3.43,FALSE,2.37
0,4,TRUE,0.4,4.91,0.5,3.36,FALSE,2.38
0,5,TRUE,0.4,2.02,0.3,3.11,TRUE,1.82
1,0,TRUE,0.4,2.38,0.2,2.39,TRUE,2.7
1,1,TRUE,0.4,3.03,0.35,3.88,TRUE,3.11
1,2,TRUE,0.4,2.86,0.45,2.5,FALSE,2.82
1,3,TRUE,0.4,2.48,0.3,4.58,TRUE,3.75
1,4,FALSE,0.5,1.99,0.4,2.36,TRUE,2.93
1,5,FALSE,0.6,2.09,0.4,2.28,TRUE,2.93
2,0,TRUE,0.4,2.21,0.35,1.62,TRUE,5.58
2,1,TRUE,0.4,4.41,0.6,2.24,FALSE,3.48
2,2,TRUE,0.4,4.43,0.3,2.18,TRUE,2.58
2,3,TRUE,0.4,2.54,0.5,2.44,FALSE,3.71
2,4,FALSE,0.2,3.46,0.4,3.06,FALSE,1.79
2,5,FALSE,0.45,3.84,0.4,3.02,TRUE,2.5
3,0,FALSE,0.45,3.24,0.4,5.98,FALSE,3.72
3,1,TRUE,0.4,2.57,0.35,2.79,TRUE,3.64
3,2,TRUE,0.4,5.7,0.3,2,TRUE,4.4
3,3,TRUE,0.4,4.98,0.6,3.89,FALSE,5.11
3,4,TRUE,0.4,4.07,0.2,2.87,TRUE,1.22
3,5,TRUE,0.4,2.56,0.5,1.95,FALSE,2.11
4,0,FALSE,0.3,4.09,0.4,2.59,FALSE,2.61
4,1,FALSE,0.35,3.04,0.4,2.59,TRUE,2.4
4,2,TRUE,0.4,2.62,0.45,2.17,FALSE,2.83
4,3,TRUE,0.4,1.27,0.6,1.63,FALSE,1.71
4,4,FALSE,0.2,2.21,0.4,1.56,FALSE,1.71
4,5,FALSE,0.5,1.84,0.4,1.91,TRUE,1.51
