blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.4,5.08,0.6,2.06,FALSE,17.07
0,1,FALSE,0.3,2.47,0.4,1.56,FALSE,10.29
0,2,TRUE,0.4,2.39,0.5,1.24,FALSE,1.19
0,3,FALSE,0.35,1.56,0.4,1.6,FALSE,5.32
0,4,FALSE,0.2,1.36,0.4,1.29,FALSE,1.78
0,5,FALSE,0.45,1.46,0.4,0.77,TRUE,1.4
1,0,FALSE,0.3,2.06,0.4,1.04,TRUE,2.24
1,1,FALSE,0.2,0.99,0.4,0.98,FALSE,0.72
1,2,FALSE,0.5,1.42,0.4,1.09,TRUE,1.55
1,3,TRUE,0.4,1.35,0.45,1.4,FALSE,1.79
1,4,FALSE,0.35,1.48,0.4,1.06,FALSE,2
1,5,FALSE,0.6,1.45,0.4,1.27,TRUE,1.04
2,0,TRUE,0.4,1.58,0.5,1.15,FALSE,1.08
2,1,TRUE,0.4,1.79,0.2,1.23,TRUE,1.64
2,2,TRUE,0.4,1.93,0.3,1.52,FALSE,2.44
2,3,FALSE,0.6,1.43,0.4,1.38,TRUE,2.56
2,4,FALSE,0.35,1.64,0.4,1.36,FALSE,1.29
2,5,TRUE,0.4,1.04,0.45,1.11,FALSE,1.83
3,0,FALSE,0.45,1.23,0.4,1.36,FALSE,3.28
3,1,TRUE,0.4,1.5,0.3,2.03,TRUE,9.57
3,2,FALSE,0.2,1.52,0.4,1.15,FALSE,1.15
3,3,TRUE,0.4,1.31,0.6,1.38,FALSE,1.02
3,4,TRUE,0.4,0.94,0.35,0.93,TRUE,1.2
3,5,TRUE,0.4,0.99,0.5,0.91,FALSE,1.18
4,0,FALSE,0.3,0.96,0.4,0.97,FALSE,0.91
4,1,FALSE,0.35,0.99,0.4,0.51,FALSE,1.69
4,2,TRUE,0.4,1.18,0.5,0.97,FALSE,2.29
4,3,TRUE,0.4,0.89,0.6,0.88,FALSE,1.67
4,4,FALSE,0.45,1.38,0.4,0.87,TRUE,1.9
4,5,FALSE,0.2,0.54,0.4,0.48,FALSE,1.14
