blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.8,2.71,0.9,1.39,TRUE,2.01
0,1,FALSE,0.85,1.01,0.8,0.98,FALSE,1.32
0,2,FALSE,0.75,1.04,0.8,0.97,FALSE,2.08
0,3,FALSE,0.6,0.84,0.8,0.89,FALSE,0.83
0,4,TRUE,0.8,0.9,0.7,0.87,TRUE,1.3
0,5,TRUE,0.8,1.01,1,0.88,FALSE,1.75
1,0,FALSE,0.85,1.37,0.8,1.15,TRUE,1.71
1,1,FALSE,1,1.04,0.8,0.74,FALSE,2.36
1,2,TRUE,0.8,0.9,0.9,0.91,FALSE,1.08
1,3,FALSE,0.75,1.64,0.8,0.77,FALSE,1.08
1,4,FALSE,0.6,0.81,0.8,1,FALSE,2.91
1,5,FALSE,0.7,0.87,0.8,0.68,TRUE,1.35
2,0,FALSE,0.85,0.91,0.8,0.76,FALSE,2.13
2,1,FALSE,0.9,0.93,0.8,0.82,FALSE,1.26
2,2,TRUE,0.8,0.75,0.6,0.73,TRUE,0.75
2,3,FALSE,1,0.94,0.8,1.03,TRUE,1.94
2,4,TRUE,0.8,1.08,0.75,1.18,FALSE,1.33
2,5,TRUE,0.8,1.11,0.7,1.07,TRUE,0.76
3,0,FALSE,0.7,0.93,0.8,1.05,FALSE,1.41
3,1,TRUE,0.8,0.79,1,0.87,TRUE,1.47
3,2,TRUE,0.8,0.79,0.9,0.84,TRUE,1.43
3,3,TRUE,0.8,1.05,0.6,0.85,TRUE,1.05
3,4,TRUE,0.8,0.8,0.85,0.76,TRUE,0.72
3,5,FALSE,0.75,0.98,0.8,0.71,FALSE,0.85
4,0,TRUE,0.8,0.87,0.7,0.93,FALSE,2.12
4,1,FALSE,0.75,0.95,0.8,0.87,FALSE,1.53
4,2,FALSE,0.85,0.89,0.8,0.95,FALSE,2.18
4,3,TRUE,0.8,0.86,1,0.8,TRUE,1.83
4,4,TRUE,0.8,0.95,0.6,0.81,TRUE,0.81
4,5,FALSE,0.9,0.99,0.8,0.75,FALSE,1.01
