blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,FALSE,0.2,3.32,0.4,2.56,TRUE,3.79
0,1,TRUE,0.4,2.42,0.45,2.48,FALSE,3.06
0,2,TRUE,0.4,2.08,0.5,2.95,TRUE,3.66
0,3,TRUE,0.4,2.96,0.6,1.2,TRUE,6.27
0,4,FALSE,0.3,3.5,0.4,2.76,TRUE,1.46
0,5,FALSE,0.35,2.78,0.4,3.76,FALSE,2.85
1,0,TRUE,0.4,2.95,0.35,2.65,TRUE,5.38
1,1,TRUE,0.4,2.82,0.2,3.8,TRUE,3.43
1,2,FALSE,0.3,2.19,0.4,1.82,FALSE,2.34
1,3,FALSE,0.5,1.88,0.4,1.3,TRUE,1.22
1,4,FALSE,0.45,1.69,0.4,1.57,FALSE,3.45
1,5,FALSE,0.6,2.03,0.4,1.59,TRUE,1.15
2,0,TRUE,0.4,1.66,0.45,1.68,TRUE,4.3
2,1,TRUE,0.4,1.69,0.2,1.8,TRUE,3.63
2,2,FALSE,0.5,0.95,0.4,0.97,TRUE,3.73
2,3,FALSE,0.6,1.68,0.4,1.5,FALSE,3.15
2,4,FALSE,0.3,1.55,0.4,2.02,FALSE,1.58
2,5,TRUE,0.4,1.99,0.35,1.67,FALSE,3.21
3,0,FALSE,0.3,1.44,0.4,1.66,TRUE,1.52
3,1,FALSE,0.35,1.58,0.4,1.36,FALSE,1.11
3,2,FALSE,0.6,1.68,0.4,1.66,FALSE,3.11
3,3,FALSE,0.45,2.16,0.4,1.71,TRUE,3.59
3,4,TRUE,0.4,2.6,0.2,1.59,TRUE,1.71
3,5,TRUE,0.4,1.63,0.5,1.41,FALSE,1.06
4,0,FALSE,0.45,1.58,0.4,1.56,FALSE,1.89
4,1,FALSE,0.5,1.65,0.4,1.37,TRUE,1.35
4,2,TRUE,0.4,1.67,0.35,1.76,TRUE,0.94
4,3,FALSE,0.3,1.77,0.4,1.73,FALSE,1.14
4,4,FALSE,0.6,1.27,0.4,2.03,TRUE,1.04
4,5,TRUE,0.4,1.58,0.2,0.59,TRUE,1.65
