blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.8,4.22,0.85,2.69,FALSE,1.38
0,1,TRUE,0.8,2.72,0.7,3.11,TRUE,0.94
0,2,TRUE,0.8,3.7,0.6,2.21,FALSE,1.1
0,3,TRUE,0.8,3.03,0.75,3.19,TRUE,1.09
0,4,TRUE,0.8,3.36,0.9,3.16,FALSE,1.54
0,5,FALSE,1,3.07,0.8,3.28,FALSE,1.73
1,0,FALSE,0.9,3.19,0.8,2.61,FALSE,1.07
1,1,FALSE,0.75,3.2,0.8,2.73,FALSE,1.18
1,2,TRUE,0.8,3.32,0.85,2.59,TRUE,1.08
1,3,TRUE,0.8,3.7,1,2.97,FALSE,0.92
1,4,TRUE,0.8,3.11,0.6,2.73,FALSE,1.41
1,5,TRUE,0.8,3.59,0.7,2.72,TRUE,1.47
2,0,FALSE,0.9,2.22,0.8,2.09,TRUE,0.99
2,1,FALSE,0.7,2.64,0.8,2.63,FALSE,2.04
2,2,TRUE,0.8,3.24,1,2.48,FALSE,0.78
2,3,TRUE,0.8,3.47,0.85,2.57,FALSE,1.03
2,4,TRUE,0.8,4.04,0.6,3.56,FALSE,1.6
2,5,FALSE,0.75,2.54,0.8,2.76,FALSE,2.1
3,0,FALSE,0.6,2.04,0.8,2.1,FALSE,2.37
3,1,FALSE,0.75,1.95,0.8,2.02,FALSE,1.01
3,2,FALSE,1,2.95,0.8,2.4,TRUE,0.86
3,3,TRUE,0.8,2.59,0.7,2.7,FALSE,1.03
3,4,FALSE,0.85,2.82,0.8,2.31,FALSE,1.03
3,5,TRUE,0.8,2.04,0.9,2.37,TRUE,0.84
4,0,FALSE,0.7,2.12,0.8,2.37,FALSE,1.76
4,1,TRUE,0.8,2.33,1,2.31,TRUE,0.99
4,2,TRUE,0.8,2.54,0.75,2.05,FALSE,3.14
4,3,TRUE,0.8,2.82,0.85,4.24,TRUE,1.11
4,4,TRUE,0.8,3.13,0.6,1.91,FALSE,3.78
4,5,TRUE,0.8,2.41,0.9,2.55,FALSE,1.43
