blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.8,0.68,0.85,0.96,FALSE,1.1
0,1,FALSE,1,0.71,0.8,1.01,FALSE,3.16
0,2,FALSE,0.6,0.9,0.8,1.32,TRUE,2.53
0,3,FALSE,0.75,0.62,0.8,0.95,FALSE,2.45
0,4,TRUE,0.8,0.64,0.7,1.02,TRUE,0.86
0,5,FALSE,0.9,0.7,0.8,0.67,FALSE,2.72
1,0,FALSE,0.6,0.64,0.8,1.21,FALSE,0.88
1,1,TRUE,0.8,0.79,1,0.99,FALSE,1.1
1,2,FALSE,0.85,0.69,0.8,0.73,FALSE,1
1,3,TRUE,0.8,0.83,0.7,1.13,TRUE,0.81
1,4,TRUE,0.8,0.73,0.9,1.18,TRUE,1.24
1,5,FALSE,0.75,0.65,0.8,0.74,FALSE,1.93
2,0,TRUE,0.8,0.64,0.75,1.04,FALSE,1.47
2,1,FALSE,0.6,1.02,0.8,0.98,FALSE,2.11
2,2,FALSE,1,1.09,0.8,0.92,FALSE,0.95
2,3,FALSE,0.7,0.55,0.8,0.66,FALSE,1.22
2,4,FALSE,0.85,0.62,0.8,1.18,TRUE,0.95
2,5,TRUE,0.8,0.83,0.9,0.76,FALSE,2.11
3,0,TRUE,0.8,0.87,0.75,0.49,FALSE,2.57
3,1,FALSE,0.85,0.73,0.8,0.57,FALSE,1.9
3,2,TRUE,0.8,0.61,0.6,1.28,FALSE,1.39
3,3,FALSE,0.7,0.68,0.8,0.89,FALSE,3.12
3,4,FALSE,1,1.51,0.8,0.69,TRUE,3.56
3,5,TRUE,0.8,0.88,0.9,1.38,FALSE,1.23
4,0,FALSE,0.9,2.22,0.8,1.2,TRUE,2.76
4,1,FALSE,0.85,0.55,0.8,0.84,FALSE,1.38
4,2,FALSE,0.6,0.77,0.8,1.16,FALSE,1.38
4,3,TRUE,0.8,0.97,0.7,0.54,TRUE,1.06
4,4,TRUE,0.8,0.72,1,0.39,TRUE,4.02
4,5,TRUE,0.8,0.44,0.75,0.48,FALSE,1.3
