blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,FALSE,0.65,2.21,0.6,2.65,FALSE,9.16
0,1,TRUE,0.6,2.26,0.4,2.18,FALSE,2.82
0,2,TRUE,0.6,2.49,0.5,2.62,FALSE,4.62
0,3,TRUE,0.6,2.25,0.55,1.98,TRUE,5.25
0,4,FALSE,0.8,1.99,0.6,1.51,FALSE,5.16
0,5,TRUE,0.6,1.61,0.7,3.09,FALSE,1.7
1,0,FALSE,0.55,16.4,0.6,1.52,TRUE,3.11
1,1,TRUE,0.6,1.59,0.8,1.81,FALSE,1.24
1,2,TRUE,0.6,1.57,0.5,1.42,TRUE,1.41
1,3,FALSE,0.65,1.24,0.6,1.11,FALSE,1.08
1,4,TRUE,0.6,1.42,0.7,1.3,TRUE,1.34
1,5,FALSE,0.4,1.25,0.6,1.1,TRUE,2.21
2,0,FALSE,0.65,0.8,0.6,1.24,TRUE,1.12
2,1,TRUE,0.6,1.42,0.5,1.05,TRUE,4.18
2,2,TRUE,0.6,0.73,0.4,1.21,FALSE,4.2
2,3,TRUE,0.6,1.88,0.55,1.07,TRUE,2.77
2,4,TRUE,0.6,0.84,0.7,1.11,TRUE,3.66
2,5,TRUE,0.6,1.19,0.8,0.96,TRUE,2.56
3,0,TRUE,0.6,0.61,0.55,0.98,FALSE,1.47
3,1,FALSE,0.5,1.21,0.6,1,FALSE,1.42
3,2,FALSE,0.7,1.08,0.6,0.83,TRUE,6.42
3,3,TRUE,0.6,1.3,0.65,0.87,FALSE,2.62
3,4,TRUE,0.6,0.95,0.4,0.95,TRUE,1.43
3,5,FALSE,0.8,1.16,0.6,0.89,TRUE,2.36
4,0,TRUE,0.6,0.75,0.8,0.76,FALSE,2.67
4,1,FALSE,0.5,1.11,0.6,0.86,FALSE,2.2
4,2,FALSE,0.7,0.52,0.6,0.69,TRUE,2.17
4,3,TRUE,0.6,0.56,0.55,0.92,TRUE,2.38
4,4,FALSE,0.4,0.99,0.6,0.8,FALSE,1.84
4,5,TRUE,0.6,1.25,0.65,0.65,TRUE,2.8
