blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.4,1.61,0.5,1.08,FALSE,2.73
0,1,FALSE,0.3,1.7,0.4,1.03,TRUE,1.65
0,2,FALSE,0.35,1.17,0.4,0.7,TRUE,4.2
0,3,FALSE,0.2,1.02,0.4,0.9,FALSE,1.53
0,4,FALSE,0.6,0.97,0.4,0.62,TRUE,1.15
0,5,FALSE,0.45,1.09,0.4,0.84,TRUE,0.92
1,0,TRUE,0.4,0.97,0.45,0.92,FALSE,1.26
1,1,FALSE,0.2,0.93,0.4,0.84,FALSE,1.22
1,2,TRUE,0.4,1.14,0.3,0.78,FALSE,1.35
1,3,TRUE,0.4,0.46,0.6,0.8,FALSE,1.23
1,4,TRUE,0.4,1.11,0.35,0.91,TRUE,1.09
1,5,FALSE,0.5,1.17,0.4,1.02,TRUE,1.88
2,0,FALSE,0.35,0.53,0.4,0.82,FALSE,1.53
2,1,TRUE,0.4,1.19,0.45,0.97,FALSE,1.29
2,2,TRUE,0.4,1.09,0.6,0.76,FALSE,1.55
2,3,FALSE,0.2,0.86,0.4,0.78,FALSE,1.39
2,4,FALSE,0.3,0.81,0.4,0.75,FALSE,1.14
2,5,FALSE,0.5,0.8,0.4,0.68,FALSE,1.65
3,0,FALSE,0.35,0.81,0.4,0.79,FALSE,1.25
3,1,TRUE,0.4,0.4,0.45,1.14,FALSE,1.93
3,2,FALSE,0.3,0.95,0.4,0.52,FALSE,1.14
3,3,FALSE,0.2,1.08,0.4,0.88,TRUE,1.19
3,4,TRUE,0.4,0.94,0.6,0.6,FALSE,1.11
3,5,FALSE,0.5,0.5,0.4,0.45,TRUE,0.89
4,0,TRUE,0.4,0.69,0.35,0.7,FALSE,1.38
4,1,TRUE,0.4,0.81,0.3,0.36,TRUE,0.8
4,2,FALSE,0.45,0.83,0.4,0.74,FALSE,1.01
4,3,TRUE,0.4,0.64,0.6,0.62,FALSE,3.08
4,4,TRUE,0.4,0.69,0.2,0.6,TRUE,0.81
4,5,TRUE,0.4,0.46,0.5,0.58,FALSE,2.91
