blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,FALSE,0.4,1.57,0.6,1.35,FALSE,1.24
0,1,FALSE,0.55,1.32,0.6,1.09,TRUE,2.43
0,2,TRUE,0.6,1.13,0.5,1.11,TRUE,1.94
0,3,FALSE,0.65,1.1,0.6,0.98,FALSE,1.95
0,4,FALSE,0.8,1.53,0.6,1,TRUE,1.58
0,5,FALSE,0.7,1.45,0.6,1.07,TRUE,8.16
1,0,TRUE,0.6,1.59,0.55,1.23,TRUE,3.65
1,1,TRUE,0.6,1.76,0.8,1.26,TRUE,2.57
1,2,TRUE,0.6,1.47,0.7,1.23,FALSE,1.34
1,3,TRUE,0.6,1.82,0.4,1.6,TRUE,3.02
1,4,FALSE,0.5,1.64,0.6,1.11,FALSE,2.12
1,5,FALSE,0.65,1.33,0.6,1.46,FALSE,10.31
2,0,FALSE,0.7,1.49,0.6,1.41,FALSE,1.57
2,1,FALSE,0.4,1.83,0.6,1.42,FALSE,1.63
2,2,FALSE,0.55,1.28,0.6,1.29,FALSE,2.47
2,3,TRUE,0.6,1.29,0.8,1.37,FALSE,1.59
2,4,FALSE,0.65,1.6,0.6,1.51,FALSE,1.66
2,5,FALSE,0.5,1.63,0.6,1.48,FALSE,1.48
3,0,TRUE,0.6,1.39,0.7,1.3,FALSE,1.81
3,1,TRUE,0.6,1.12,0.5,1.01,FALSE,8.19
3,2,FALSE,0.4,1.71,0.6,1.24,FALSE,2.23
3,3,FALSE,0.55,0.94,0.6,0.92,FALSE,1.4
3,4,FALSE,0.8,1.12,0.6,0.9,FALSE,1.48
3,5,FALSE,0.65,1.24,0.6,1.19,FALSE,4.72
4,0,FALSE,0.65,1.61,0.6,1.45,FALSE,1.4
4,1,FALSE,0.5,1.5,0.6,1.27,FALSE,1.33
4,2,TRUE,0.6,1.46,0.4,1.28,TRUE,1.64
4,3,FALSE,0.7,1.26,0.6,1.45,FALSE,2.39
4,4,TRUE,0.6,1.28,0.8,1.18,FALSE,1.61
4,5,FALSE,0.55,1.37,0.6,1.47,FALSE,1.69
