blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.4,1.82,0.35,1.2,TRUE,3.71
0,1,TRUE,0.4,2.79,0.45,1.25,TRUE,1.38
0,2,FALSE,0.5,1.48,0.4,1.21,TRUE,1.12
0,3,FALSE,0.6,1.3,0.4,1.09,TRUE,2.47
0,4,FALSE,0.2,1.19,0.4,1.02,FALSE,4.34
0,5,FALSE,0.3,1.46,0.4,1.05,FALSE,3.51
1,0,FALSE,0.3,1.46,0.4,1.36,FALSE,2.94
1,1,TRUE,0.4,4.2,0.5,1.42,TRUE,5.2
1,2,TRUE,0.4,1.01,0.6,1.17,FALSE,3.54
1,3,TRUE,0.4,1.23,0.45,1.14,FALSE,1.7
1,4,FALSE,0.2,1.39,0.4,1.28,FALSE,3.31
1,5,TRUE,0.4,1.49,0.35,1.07,TRUE,12.59
2,0,FALSE,0.2,2.12,0.4,0.87,FALSE,2.59
2,1,FALSE,0.45,1.35,0.4,1,TRUE,1.53
2,2,TRUE,0.4,1.44,0.35,1.92,FALSE,2.1
2,3,FALSE,0.6,1.34,0.4,1.22,TRUE,1.75
2,4,TRUE,0.4,1.7,0.5,1.05,FALSE,1.96
2,5,FALSE,0.3,1,0.4,0.93,FALSE,6.46
3,0,FALSE,0.3,1.44,0.4,0.71,FALSE,2.11
3,1,FALSE,0.45,1.38,0.4,1.04,TRUE,1.95
3,2,TRUE,0.4,1.86,0.35,1.43,TRUE,3.44
3,3,TRUE,0.4,2.13,0.6,1.16,FALSE,1.48
3,4,FALSE,0.5,1.73,0.4,1.41,TRUE,8.14
3,5,TRUE,0.4,1.2,0.2,1.22,TRUE,1.38
4,0,FALSE,0.45,1.25,0.4,1.19,TRUE,4.37
4,1,TRUE,0.4,1.5,0.3,0.97,TRUE,1.41
4,2,TRUE,0.4,1.32,0.2,0.95,TRUE,0.85
4,3,FALSE,0.6,1.13,0.4,1.79,TRUE,5.79
4,4,TRUE,0.4,1.66,0.5,1.68,FALSE,3.15
4,5,TRUE,0.4,2.02,0.35,0.93,TRUE,1.41
