blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,FALSE,0.7,1.9,0.6,1.69,TRUE,15.66
0,1,TRUE,0.6,2.69,0.8,1.9,FALSE,1.75
0,2,TRUE,0.6,1.43,0.5,1.46,TRUE,5.24
0,3,FALSE,0.65,1.92,0.6,1.97,FALSE,2.06
0,4,TRUE,0.6,1.68,0.4,1.59,TRUE,3.72
0,5,TRUE,0.6,1.57,0.55,2.15,FALSE,2.87
1,0,TRUE,0.6,1.56,0.4,1.48,TRUE,4.39
1,1,FALSE,0.65,2.54,0.6,1.58,TRUE,6.48
1,2,TRUE,0.6,1.93,0.8,2.88,FALSE,1.46
1,3,FALSE,0.7,1.8,0.6,1.68,TRUE,3.99
1,4,TRUE,0.6,1.7,0.55,1.38,TRUE,11.92
1,5,FALSE,0.5,1.42,0.6,1.27,FALSE,0.8
2,0,TRUE,0.6,1.49,0.55,1.31,TRUE,1.85
2,1,FALSE,0.4,1.51,0.6,1.08,FALSE,1.26
2,2,FALSE,0.7,1.38,0.6,1.35,TRUE,2.86
2,3,TRUE,0.6,1.48,0.65,1.79,FALSE,1.24
2,4,FALSE,0.5,1.62,0.6,1.17,FALSE,1.32
2,5,FALSE,0.8,1.45,0.6,1.46,TRUE,1.01
3,0,FALSE,0.5,1.42,0.6,1.27,FALSE,6.52
3,1,TRUE,0.6,1.3,0.4,1.64,TRUE,4.83
3,2,FALSE,0.7,1.25,0.6,1.28,FALSE,2.53
3,3,FALSE,0.8,1.62,0.6,1.3,FALSE,5.97
3,4,FALSE,0.55,1.38,0.6,1.31,TRUE,1.25
3,5,FALSE,0.65,1.62,0.6,1.29,TRUE,2.08
4,0,FALSE,0.5,1.61,0.6,1.59,TRUE,3.61
4,1,TRUE,0.6,1.72,0.65,1.42,TRUE,5.69
4,2,FALSE,0.55,1.81,0.6,1.69,FALSE,5.64
4,3,FALSE,0.4,1.62,0.6,1.45,FALSE,4.79
4,4,TRUE,0.6,1.52,0.7,1.59,FALSE,3.64
4,5,TRUE,0.6,1.44,0.8,1.3,FALSE,7.71
