blockNum,trialnum,refIsOne,Piston1MaxIntensity,TimeToComplete1,Piston2MaxIntensity,TimeToComplete2,Answer,TimeToAnswer
0,0,TRUE,0.4,2.1,0.6,2.08,FALSE,6.46
0,1,FALSE,0.2,1.65,0.4,1.54,FALSE,1.77
0,2,FALSE,0.5,1.95,0.4,2.04,FALSE,2.73
0,3,FALSE,0.45,2.61,0.4,1.95,TRUE,1.55
0,4,TRUE,0.4,4.67,0.35,1.94,TRUE,3.99
0,5,FALSE,0.3,2.57,0.4,4.8,FALSE,2.4
1,0,FALSE,0.2,1.37,0.4,1.47,FALSE,4.79
1,1,FALSE,0.45,2.13,0.4,2.95,TRUE,1.65
1,2,FALSE,0.3,1.33,0.4,1.72,FALSE,1.16
1,3,FALSE,0.5,1.85,0.4,2,FALSE,0.96
1,4,FALSE,0.6,2.21,0.4,1.71,TRUE,1.1
1,5,FALSE,0.35,2.56,0.4,2.09,FALSE,1.71
2,0,FALSE,0.2,1.81,0.4,2.28,FALSE,1.51
2,1,FALSE,0.45,2.22,0.4,2.54,FALSE,2.06
2,2,FALSE,0.6,2.2,0.4,2.36,TRUE,1.22
2,3,TRUE,0.4,2.87,0.35,2.16,FALSE,2.23
2,4,TRUE,0.4,1.88,0.3,1.5,FALSE,1.25
2,5,TRUE,0.4,1.76,0.5,1.42,FALSE,1.31
3,0,TRUE,0.4,1.97,0.5,2.24,FALSE,2.06
3,1,FALSE,0.45,2.72,0.4,1.92,TRUE,1.53
3,2,FALSE,0.35,1.14,0.4,2.72,FALSE,1.58
3,3,TRUE,0.4,2.09,0.6,1.59,FALSE,2.98
3,4,TRUE,0.4,3.38,0.3,1.78,TRUE,1.25
3,5,FALSE,0.2,2.41,0.4,1.2,FALSE,1.21
4,0,TRUE,0.4,2.32,0.3,2.98,TRUE,1.1
4,1,FALSE,0.45,2.07,0.4,1.82,FALSE,2.06
4,2,TRUE,0.4,2.42,0.6,2.02,FALSE,2.77
4,3,TRUE,0.4,8.46,0.2,1.75,TRUE,1.18
4,4,TRUE,0.4,1.82,0.35,1.48,TRUE,2.4
4,5,TRUE,0.4,2.54,0.5,2.56,FALSE,1.78
